Plasmid	End1	End2	Chromosome	Start	End	Length
VTP60384	g2	b2	chromosome_3	9088504	9121293	32790
VTP60385	b2	g2	chromosome_9	247955	285719	37765
VTP60387	b2	g2	chromosome_12	5904342	5941162	36821
VTP60388	g2	b2	chromosome_2	1241008	1344446	103439
VTP60391	g2	b2	chromosome_11	3250668	3284972	34305
VTP60393	g2	b2	chromosome_3	918742	952155	33414
VTP60394	g2	b2	chromosome_14	4145210	4146842	1633
VTP60395	b2	g2	chromosome_4	2497048	2535028	37981
VTP60396	g2	b2	chromosome_10	2877899	2911418	33520
VTP60398	g2	b2	chromosome_2	6395640	6431490	35851
VTP60399	b2	g2	chromosome_6	1300236	1340674	40439
VTP60400	b2	g2	chromosome_11	273608	310077	36470
VTP60401	g2	b2	chromosome_7	3595441	3630268	34828
VTP60402	b2	g2	chromosome_16	4196530	4238941	42412
VTP60403	b2	g2	chromosome_15	347054	383822	36769
VTP60404	b2	g2	chromosome_6	6153309	6196000	42692
VTP60408	g2	b2	chromosome_10	4471680	4505223	33544
VTP60409	g2	b2	chromosome_17	5121317	5162886	41570
VTP60410	g2	b2	chromosome_10	3508837	3543648	34812
VTP60415	g2	b2	chromosome_4	1048093	1082719	34627
VTP60417	g2	b2	chromosome_16	6791073	6823544	32472
VTP60418	b2	g2	chromosome_16	4299351	4349169	49819
VTP60419	g2	b2	chromosome_1	7659731	7696267	36537
VTP60421	b2	g2	chromosome_3	1395040	1427531	32492
VTP60422	b2	g2	chromosome_13	174510	214881	40372
VTP60423	g2	b2	chromosome_13	156046	188255	32210
VTP60425	b2	g2	chromosome_5	1077413	1111587	34175
VTP60426	g2	b2	chromosome_9	5300295	5462342	162048
VTP60427	b2	g2	chromosome_11	1113145	1150276	37132
VTP60428	b2	g2	chromosome_1	94719	122127	27409
VTP60429	b2	g2	chromosome_16	2082572	2121484	38913
VTP60431	g2	b2	chromosome_2	8062864	8064462	1599
VTP60432	b2	g2	chromosome_12	8897784	8971279	73496
VTP60433	b2	g2	chromosome_9	5865630	5905616	39987
VTP60434	b2	g2	chromosome_16	6739579	6775505	35927
VTP60435	g2	b2	chromosome_17	5294085	5327093	33009
VTP60437	b2	g2	chromosome_6	1039246	1075103	35858
VTP60438	g2	b2	chromosome_1	7964690	8004153	39464
VTP60439	b2	g2	chromosome_8	1350989	1387242	36254
VTP60441	b2	g2	chromosome_2	251370	290841	39472
VTP60442	g2	b2	chromosome_17	6202954	6239181	36228
VTP60443	g2	b2	chromosome_1	5246820	5289864	43045
VTP60446	g2	b2	chromosome_17	2082110	2119342	37233
VTP60448	b2	g2	chromosome_11	43417	81715	38299
VTP60449	g2	b2	chromosome_3	7254497	7292034	37538
VTP60450	b2	g2	chromosome_13	422722	456138	33417
VTP60451	g2	b2	chromosome_17	2295350	2331015	35666
VTP60452	g2	b2	chromosome_16	410628	443694	33067
VTP60453	g2	b2	chromosome_13	2720787	2764732	43946
VTP60455	b2	g2	chromosome_7	2279544	2312245	32702
VTP60457	b2	g2	chromosome_16	4698117	4737032	38916
VTP60458	b2	g2	chromosome_5	3026463	3060057	33595
VTP60460	b2	g2	chromosome_2	4302291	4330031	27741
VTP60462	b2	g2	chromosome_1	2651019	2686533	35515
VTP60464	g2	b2	chromosome_8	2008979	2040807	31829
VTP60465	g2	b2	chromosome_6	4290187	4329227	39041
VTP60466	b2	g2	chromosome_6	3970444	3997065	26622
VTP60467	g2	b2	chromosome_11	986884	1022082	35199
VTP60468	b2	g2	chromosome_16	5879358	5915070	35713
VTP60469	b2	g2	chromosome_13	1498315	2962108	1463794
VTP60471	g2	b2	chromosome_13	258403	293739	35337
VTP60473	g2	b2	chromosome_4	759291	793433	34143
VTP60476	b2	g2	chromosome_14	4149313	4150500	1188
VTP60478	b2	g2	scaffold_19	79611	114525	34915
VTP60479	g2	b2	chromosome_1	3955960	3989585	33626
VTP60480	b2	g2	chromosome_2	2390109	2427592	37484
VTP60481	g2	b2	chromosome_3	28212	67347	39136
VTP60482	b2	g2	chromosome_12	8535817	8570806	34990
VTP60483	b2	g2	chromosome_3	5074115	5106869	32755
VTP60484	b2	g2	chromosome_6	7665415	7700792	35378
VTP60485	g2	b2	chromosome_9	3888087	3919951	31865
VTP60486	g2	b2	chromosome_9	3140076	3174624	34549
VTP60487	g2	b2	chromosome_3	1210133	1248045	37913
VTP60488	b2	g2	chromosome_11	3055315	3118251	62937
VTP60489	b2	g2	chromosome_1	5261072	5301832	40761
VTP60491	g2	b2	chromosome_3	1666915	1699843	32929
VTP60493	b2	g2	chromosome_2	230808	266097	35290
VTP60494	g2	b2	chromosome_7	6269920	6299740	29821
VTP60495	b2	g2	chromosome_17	4440005	4475100	35096
VTP60497	b2	g2	chromosome_10	2218210	2253142	34933
VTP60498	b2	g2	chromosome_3	5112439	5148792	36354
VTP60505	g2	b2	chromosome_3	5669095	5704340	35246
VTP60506	b2	g2	chromosome_11	3380030	3415510	35481
VTP60507	g2	b2	chromosome_1	1960265	1990830	30566
VTP60509	g2	b2	chromosome_13	1569674	1605415	35742
VTP60511	b2	g2	chromosome_17	5639544	5674541	34998
VTP60512	g2	b2	chromosome_2	5503156	5540274	37119
VTP60513	g2	b2	chromosome_3	2490943	2525521	34579
VTP60514	g2	b2	chromosome_9	5618497	5658415	39919
VTP60515	b2	g2	chromosome_2	8063153	8068596	5444
VTP60516	g2	b2	chromosome_6	2937139	2971955	34817
VTP60520	b2	g2	chromosome_2	6594257	6625884	31628
VTP60521	g2	b2	chromosome_2	8068102	8068596	495
VTP60522	g2	b2	chromosome_10	6471591	6511992	40402
VTP60524	g2	b2	chromosome_11	3683393	3717151	33759
VTP60528	b2	g2	chromosome_2	1546348	1580447	34100
VTP60531	b2	g2	chromosome_13	3894920	3934752	39833
VTP60533	g2	b2	chromosome_16	2980063	3014597	34535
VTP60537	g2	b2	chromosome_11	3338640	3376479	37840
VTP60538	b2	g2	chromosome_2	1736031	1771893	35863
VTP60539	g2	b2	chromosome_1	2560815	2591981	31167
VTP60540	g2	b2	chromosome_6	593853	738845	144993
VTP60541	b2	g2	chromosome_12	8274707	8313284	38578
VTP60543	g2	b2	chromosome_1	1519634	1551035	31402
VTP60546	b2	g2	chromosome_17	1549029	1582065	33037
VTP60548	b2	g2	chromosome_6	81970	115582	33613
VTP60550	b2	g2	chromosome_10	6037561	6072752	35192
VTP60551	b2	g2	chromosome_2	5097127	5133161	36035
VTP60553	g2	b2	chromosome_2	4999422	5035479	36058
VTP60555	g2	b2	chromosome_6	2030343	2066489	36147
VTP60557	b2	g2	chromosome_3	8086899	8117085	30187
VTP60558	b2	g2	chromosome_17	3298749	3336194	37446
VTP60559	b2	g2	chromosome_6	2963711	2998123	34413
VTP60561	b2	g2	chromosome_4	3702425	3738545	36121
VTP60562	g2	b2	chromosome_1	5504094	5543296	39203
VTP60563	g2	b2	chromosome_7	1718986	1757600	38615
VTP60564	b2	g2	chromosome_10	3629411	3668420	39010
VTP60565	g2	b2	chromosome_2	4109083	4145411	36329
VTP60566	g2	b2	chromosome_6	3251996	3274450	22455
VTP60567	g2	b2	chromosome_13	2023042	2065776	42735
VTP60568	g2	b2	chromosome_10	2528736	2565241	36506
VTP60572	b2	g2	chromosome_13	4369793	4404649	34857
VTP60573	b2	g2	chromosome_16	5285216	5320904	35689
VTP60574	b2	g2	chromosome_12	1158758	1200255	41498
VTP60575	g2	b2	chromosome_10	4364760	4401921	37162
VTP60576	g2	b2	chromosome_11	881369	920513	39145
VTP60577	g2	b2	chromosome_7	1929180	1961198	32019
VTP60578	g2	b2	chromosome_17	4996954	5008143	11190
VTP60579	b2	g2	chromosome_3	6471356	6511099	39744
VTP60583	b2	g2	chromosome_12	5218248	5254655	36408
VTP60585	g2	b2	chromosome_6	8522908	8555529	32622
VTP60587	b2	g2	chromosome_2	5155996	5189917	33922
VTP60588	b2	g2	chromosome_15	654780	692151	37372
VTP60590	g2	b2	chromosome_2	732810	766536	33727
VTP60594	b2	g2	chromosome_8	2510762	2546271	35510
VTP60598	g2	b2	chromosome_5	1143554	1188099	44546
VTP60599	g2	b2	chromosome_9	4818547	4857794	39248
VTP60601	g2	b2	chromosome_11	2529543	2567522	37980
VTP60602	g2	b2	chromosome_17	2294653	2334693	40041
VTP60609	g2	b2	chromosome_12	3085660	3121809	36150
VTP60610	g2	b2	chromosome_2	1218236	1253915	35680
VTP60611	b2	g2	chromosome_7	4328290	4370187	41898
VTP60612	b2	g2	chromosome_7	1588861	1626310	37450
VTP60613	g2	b2	chromosome_1	1649379	1687103	37725
VTP60614	g2	b2	chromosome_9	951899	988655	36757
VTP60615	g2	b2	chromosome_14	4149913	4151107	1195
VTP60617	g2	b2	chromosome_4	3669203	3702583	33381
VTP60620	g2	b2	chromosome_12	574834	608525	33692
VTP60622	b2	g2	chromosome_2	5022385	5052305	29921
VTP60624	g2	b2	chromosome_17	4436988	4471062	34075
VTP60625	g2	b2	chromosome_9	1654829	1693697	38869
VTP60628	g2	b2	chromosome_12	5971734	6011355	39622
VTP60633	g2	b2	chromosome_12	2026343	2063185	36843
VTP60634	b2	g2	chromosome_3	7278400	7313013	34614
VTP60635	g2	b2	chromosome_2	665356	694122	28767
VTP60636	g2	b2	chromosome_10	3098862	3132882	34021
VTP60637	g2	b2	chromosome_1	7471463	7508404	36942
VTP60641	g2	b2	chromosome_2	6525644	6565417	39774
VTP60648	b2	g2	chromosome_6	2584837	2620888	36052
VTP60651	b2	g2	chromosome_3	4137509	4173068	35560
VTP60652	b2	g2	chromosome_12	9200401	9236796	36396
VTP60654	b2	g2	chromosome_1	3592162	3621206	29045
VTP60657	b2	g2	chromosome_9	6946128	6986389	40262
VTP60658	g2	b2	chromosome_7	3393135	3434069	40935
VTP60659	b2	g2	chromosome_1	515300	545052	29753
VTP60661	b2	g2	chromosome_8	3145318	3183932	38615
VTP60662	g2	b2	chromosome_10	5577888	5608859	30972
VTP60663	g2	b2	chromosome_11	1240944	1274669	33726
VTP60665	g2	b2	chromosome_11	2287795	2394898	107104
VTP60669	g2	b2	chromosome_6	4011512	4045542	34031
VTP60670	b2	g2	chromosome_12	5427955	5463184	35230
VTP60671	g2	b2	chromosome_16	1011722	1045261	33540
VTP60672	g2	b2	chromosome_12	2794792	2837281	42490
VTP60676	g1	b1	chromosome_3	3310056	3346622	36567
VTP60678	g1	b1	chromosome_7	3057473	3086451	28979
VTP60680	b1	g1	chromosome_17	6819346	6860672	41327
VTP60681	g1	b1	chromosome_9	2766505	2801613	35109
VTP60683	b1	g1	chromosome_2	7329947	7362737	32791
VTP60685	g1	b1	chromosome_17	241514	276745	35232
VTP60686	g1	b1	chromosome_8	4442443	4477410	34968
VTP60688	g1	b1	chromosome_3	3686254	3723768	37515
VTP60689	g1	b1	chromosome_1	2100487	2139715	39229
VTP60690	g1	b1	chromosome_1	3033676	3071139	37464
VTP60691	g1	b1	chromosome_1	3880814	3914168	33355
VTP60692	b1	g1	chromosome_8	2298763	2331568	32806
VTP60693	g1	b1	chromosome_11	2728815	2764250	35436
VTP60694	b1	g1	chromosome_10	3179122	3212862	33741
VTP60695	b1	g1	chromosome_4	2983343	3019135	35793
VTP60696	g1	b1	chromosome_7	3426082	4899402	1473321
VTP60697	b1	g1	chromosome_3	6747361	6781460	34100
VTP60698	g1	b1	chromosome_9	6568409	6607248	38840
VTP60699	g1	b1	chromosome_16	4923499	4959498	36000
VTP60700	g1	b1	chromosome_13	4466097	4557235	91139
VTP60701	g1	b1	chromosome_13	4451806	4484961	33156
VTP60703	b1	g1	chromosome_16	6418131	6450966	32836
VTP60704	g1	b1	chromosome_2	5453560	5485386	31827
VTP60705	b1	g1	chromosome_3	3886551	3922905	36355
VTP60707	b1	g1	chromosome_6	4901771	4935221	33451
VTP60709	b1	g1	chromosome_11	118989	153260	34272
VTP60713	b1	g1	chromosome_3	7575210	7617831	42622
VTP60716	g1	b1	chromosome_2	2538596	2579687	41092
VTP60720	g1	b1	chromosome_1	7549450	7587791	38342
VTP60721	b1	g1	chromosome_17	5447352	5482170	34819
VTP60722	g1	b1	chromosome_17	3153511	3193693	40183
VTP60725	g1	b1	chromosome_3	2391837	2427965	36129
VTP60726	g1	b1	chromosome_17	976796	985424	8629
VTP60729	b1	g1	chromosome_11	975966	1011482	35517
VTP60730	g1	b1	chromosome_7	4728406	4765273	36868
VTP60731	b1	g1	chromosome_12	5706448	5748254	41807
VTP60736	g1	b1	chromosome_10	3812814	3853854	41041
VTP60737	g1	b1	chromosome_3	1776904	1810466	33563
VTP60738	g1	b1	chromosome_6	1034064	1072263	38200
VTP60739	g1	b1	chromosome_1	5337891	5367848	29958
VTP60740	g1	b1	chromosome_5	309350	351248	41899
VTP60741	g1	b1	chromosome_7	532040	566013	33974
VTP60742	g1	b1	chromosome_2	6219999	6256120	36122
VTP60743	b1	g1	chromosome_2	504784	547248	42465
VTP60745	g1	b1	chromosome_16	1768812	1800884	32073
VTP60746	b1	g1	chromosome_2	1742643	1779202	36560
VTP60747	g1	b1	chromosome_4	654595	689872	35278
VTP60748	g1	b1	chromosome_6	1149085	1184937	35853
VTP60749	b1	g1	chromosome_4	1170221	1208671	38451
VTP60751	b1	g1	chromosome_16	5796373	5829367	32995
VTP60752	b1	g1	chromosome_6	7994279	8031534	37256
VTP60754	b1	g1	chromosome_17	6060103	6098931	38829
VTP60755	g1	b1	chromosome_17	5394724	5428779	34056
VTP60756	b1	g1	chromosome_13	1702780	1736562	33783
VTP60757	g1	b1	chromosome_12	7469576	7507265	37690
VTP60759	g1	b1	chromosome_10	4289396	4326012	36617
VTP60761	b1	g1	chromosome_3	4948643	4981926	33284
VTP60762	b1	g1	chromosome_17	3347736	3388923	41188
VTP60763	g1	b1	chromosome_12	508629	537494	28866
VTP60764	g1	b1	chromosome_12	4371419	4416252	44834
VTP60766	b1	g1	chromosome_3	7487702	7523067	35366
VTP60767	g1	b1	chromosome_8	3092029	3124725	32697
VTP60769	b1	g1	chromosome_1	6117399	6144027	26629
VTP60770	b1	g1	chromosome_8	2658124	2683723	25600
VTP60771	b1	g1	chromosome_3	6675088	6715918	40831
VTP60772	g1	b1	chromosome_16	6391081	6422991	31911
VTP60773	g1	b1	chromosome_7	4441386	4473885	32500
VTP60774	b1	g1	chromosome_10	1933841	1968470	34630
VTP60775	g1	b1	chromosome_17	4713444	4747635	34192
VTP60776	g1	b1	chromosome_16	933957	973152	39196
VTP60778	g1	b1	chromosome_8	1769169	1799600	30432
VTP60779	g1	b1	chromosome_2	8577230	8615950	38721
VTP60780	b1	g1	chromosome_3	4504316	4536642	32327
VTP60782	g1	b1	chromosome_3	6607403	6642016	34614
VTP60783	b1	g1	chromosome_11	2273439	2372461	99023
VTP60784	g1	b1	chromosome_6	8331134	8370761	39628
VTP60785	g1	b1	chromosome_9	7754338	7789538	35201
VTP60787	g1	b1	chromosome_9	2965236	3000600	35365
VTP60788	b1	g1	chromosome_2	8197340	8230361	33022
VTP60789	b1	g1	chromosome_6	2471492	2506268	34777
VTP60791	b1	g1	chromosome_3	5166655	5202000	35346
VTP60792	b1	g1	chromosome_3	6267789	6305106	37318
VTP60793	b1	g1	chromosome_9	3641438	3678717	37280
VTP60794	g1	b1	chromosome_3	707462	745959	38498
VTP60796	g1	b1	chromosome_2	4325542	4362076	36535
VTP60797	g1	b1	chromosome_2	4740599	4772411	31813
VTP60798	g1	b1	chromosome_6	5139341	5181616	42276
VTP60799	g1	b1	chromosome_11	2090789	2125637	34849
VTP60800	b1	g1	chromosome_2	7336495	7375725	39231
VTP60801	g1	b1	chromosome_16	661605	703422	41818
VTP60803	g1	b1	scaffold_22	77694	123435	45742
VTP60804	b1	g1	chromosome_13	432957	473975	41019
VTP60805	b1	g1	chromosome_12	4891481	4930740	39260
VTP60806	b1	g1	chromosome_17	3346585	3382349	35765
VTP60809	g1	b1	chromosome_13	765528	801681	36154
VTP60810	g1	b1	chromosome_11	3672315	3709820	37506
VTP60811	b1	g1	chromosome_9	7398671	7435488	36818
VTP60812	g1	b1	chromosome_17	832434	867884	35451
VTP60813	g1	b1	chromosome_3	1983027	2016762	33736
VTP60814	g1	b1	chromosome_12	4692173	4697096	4924
VTP60817	g1	b1	chromosome_3	2450728	2485351	34624
VTP60818	g1	b1	chromosome_3	3725250	3759674	34425
VTP60819	g1	b1	chromosome_10	3800361	3830516	30156
VTP60820	g1	b1	chromosome_8	3718466	3755354	36889
VTP60821	b1	g1	chromosome_9	5598572	5636366	37795
VTP60822	b1	g1	chromosome_2	2678458	2720046	41589
VTP60823	g1	b1	chromosome_9	2656346	2693962	37617
VTP60824	b1	g1	chromosome_7	1007398	1043336	35939
VTP60825	g1	b1	chromosome_6	7242827	7281550	38724
VTP60826	b1	g1	chromosome_2	970460	1003824	33365
VTP60827	g1	b1	chromosome_17	6834532	6874715	40184
VTP60828	g1	b1	chromosome_2	2343695	9120728	6777034
VTP60829	g1	b1	chromosome_3	8399634	8410282	10649
VTP60830	g1	b1	chromosome_14	4149101	4152245	3145
VTP60831	g1	b1	chromosome_9	4134143	4170667	36525
VTP60832	b1	g1	chromosome_12	3415085	3451299	36215
VTP60833	b1	g1	chromosome_16	1589299	1607846	18548
VTP60834	b1	g1	chromosome_3	6189552	6223626	34075
VTP60835	g1	b1	chromosome_11	2273440	2365853	92414
VTP60836	b1	g1	chromosome_2	9118963	9162489	43527
VTP60838	b1	g1	chromosome_2	6882238	6918263	36026
VTP60839	g1	b1	chromosome_12	8781133	8814947	33815
VTP60841	b1	g1	chromosome_17	720390	759305	38916
VTP60842	g1	b1	chromosome_1	1376061	1412901	36841
VTP60843	b1	g1	chromosome_1	2783038	2816053	33016
VTP60844	b1	g1	chromosome_8	610756	640161	29406
VTP60845	g1	b1	chromosome_12	2208814	2243835	35022
VTP60846	b1	g1	chromosome_9	3411534	3449201	37668
VTP60847	g1	b1	chromosome_10	6462626	6499804	37179
VTP60848	b1	g1	chromosome_7	264706	298954	34249
VTP60849	g1	b1	chromosome_12	7172351	7215639	43289
VTP60850	g1	b1	chromosome_1	5941620	5969226	27607
VTP60851	g1	b1	chromosome_10	356452	393504	37053
VTP60852	g1	b1	chromosome_13	4572626	4607273	34648
VTP60853	g1	b1	chromosome_1	4482113	4516150	34038
VTP60854	b1	g1	chromosome_9	64411	99069	34659
VTP60855	b1	g1	chromosome_8	2545852	2583467	37616
VTP60856	b1	g1	chromosome_10	1331347	1364478	33132
VTP60857	b1	g1	chromosome_16	3618145	3656836	38692
VTP60858	g1	b1	chromosome_12	4042182	4074982	32801
VTP60859	g1	b1	chromosome_5	214339	256333	41995
VTP60862	g1	b1	chromosome_7	2837377	2868034	30658
VTP60863	b1	g1	chromosome_6	8080352	8118900	38549
VTP60865	b1	g1	chromosome_13	3573500	3604547	31048
VTP60866	g1	b1	chromosome_2	1371887	1412738	40852
VTP60867	b1	g1	chromosome_9	1094403	1135481	41079
VTP60868	g1	b1	chromosome_3	6769684	6839961	70278
VTP60869	g1	b1	chromosome_1	3500819	3536868	36050
VTP60870	b1	g1	chromosome_10	2102026	2136396	34371
VTP60873	g1	b1	chromosome_10	2189298	2234996	45699
VTP60874	b1	g1	chromosome_6	3042307	3072026	29720
VTP60875	b1	g1	chromosome_10	1282805	1316864	34060
VTP60877	g1	b1	chromosome_12	1544256	1581387	37132
VTP60878	g1	b1	chromosome_16	7656842	7694980	38139
VTP60879	g1	b1	chromosome_17	6269052	6311478	42427
VTP60880	b1	g1	chromosome_3	9041047	9072544	31498
VTP60881	b1	g1	chromosome_13	868063	902979	34917
VTP60882	b1	g1	chromosome_17	2838182	2872867	34686
VTP60883	g1	b1	chromosome_13	234524	269698	35175
VTP60884	b1	g1	chromosome_2	1699081	1732900	33820
VTP60886	b1	g1	chromosome_6	6723498	6753853	30356
VTP60887	g1	b1	chromosome_14	2465496	2497053	31558
VTP60890	b1	g1	chromosome_6	3034813	3070338	35526
VTP60891	b1	g1	chromosome_3	916716	952268	35553
VTP60892	g1	b1	chromosome_9	7498099	7541270	43172
VTP60893	b1	g1	chromosome_9	351339	383953	32615
VTP60894	g1	b1	chromosome_7	80986	113860	32875
VTP60895	g1	b1	chromosome_1	3499635	3527854	28220
VTP60896	g1	b1	chromosome_1	6994229	7026787	32559
VTP60898	g1	b1	chromosome_4	390167	420184	30018
VTP60899	g1	b1	chromosome_17	1480642	1523148	42507
VTP60900	b1	g1	chromosome_6	3773728	3809488	35761
VTP60902	g1	b1	chromosome_7	3238356	3272452	34097
VTP60903	g1	b1	chromosome_9	2432011	2464278	32268
VTP60907	b1	g1	chromosome_17	3857634	3896397	38764
VTP60908	b1	g1	chromosome_3	5450581	5491665	41085
VTP60909	g1	b1	chromosome_16	3163254	3196180	32927
VTP60912	g1	b1	chromosome_6	8522456	8557607	35152
VTP60913	b1	g1	chromosome_12	7401623	7441611	39989
VTP60914	b1	g1	chromosome_6	978539	1009613	31075
VTP60916	b1	g1	chromosome_11	1410263	1443364	33102
VTP60917	g1	b1	chromosome_8	4133758	4170865	37108
VTP60918	g1	b1	chromosome_12	5274406	5313048	38643
VTP60919	g1	b1	chromosome_10	1958379	1992404	34026
VTP60920	b1	g1	chromosome_12	255468	287819	32352
VTP60922	b1	g1	chromosome_12	1297560	1336283	38724
VTP60923	g1	b1	chromosome_1	7802473	7840256	37784
VTP60926	b1	g1	chromosome_11	3723650	3759357	35708
VTP60930	g1	b1	chromosome_1	3882218	3919282	37065
VTP60931	b1	g1	chromosome_11	967787	1003267	35481
VTP60933	g1	b1	chromosome_17	1675532	1714909	39378
VTP60935	g1	b1	chromosome_6	782287	814010	31724
VTP60936	g1	b1	chromosome_7	5825457	5856715	31259
VTP60937	b1	g1	chromosome_12	6980493	7015756	35264
VTP60938	g1	b1	chromosome_16	3592102	3629774	37673
VTP60939	b1	g1	chromosome_3	994997	1029543	34547
VTP60940	g1	b1	chromosome_11	2397459	2424268	26810
VTP60941	g1	b1	chromosome_16	1209044	1242993	33950
VTP60942	b1	g1	chromosome_12	3863343	3894178	30836
VTP60943	b1	g1	chromosome_1	3327278	3361060	33783
VTP60944	b1	g1	chromosome_1	842322	877372	35051
VTP60945	g1	b1	chromosome_3	3163277	3199057	35781
VTP60947	g1	b1	chromosome_9	2171229	2208451	37223
VTP60948	g1	b1	chromosome_16	6351360	6384425	33066
VTP60949	g1	b1	chromosome_9	1896602	1926333	29732
VTP60950	g1	b1	chromosome_4	1110804	1151923	41120
VTP60951	g1	b1	chromosome_10	3363633	3397108	33476
VTP60952	g1	b1	chromosome_14	1690547	1729727	39181
VTP60953	g1	b1	chromosome_14	3645099	3681832	36734
VTP60954	b1	g1	chromosome_8	2019923	2071246	51324
VTP60955	g1	b1	chromosome_11	3435164	3468288	33125
VTP60956	g1	b1	chromosome_17	4985266	5017959	32694
VTP60957	g1	b1	chromosome_6	2514974	2554362	39389
VTP60958	g1	b1	chromosome_12	2103042	2136754	33713
VTP60959	b1	g1	chromosome_1	6059425	6093742	34318
VTP60960	b1	g1	chromosome_2	5605122	5639787	34666
VTP60961	g1	b1	chromosome_16	7505717	7534957	29241
VTP60962	g1	b1	chromosome_2	2566080	2597480	31401
VTP60963	b1	g1	chromosome_2	8648677	8687745	39069
VTP60964	g1	b1	chromosome_13	3688708	3725818	37111
VTP60965	b1	g1	chromosome_8	4725577	4802594	77018
VTP60966	g1	b1	chromosome_7	2447345	2486703	39359
VTP60967	b1	g1	chromosome_8	2025611	2071356	45746
VTP60968	g1	b1	chromosome_6	4464162	4773878	309717
VTP60969	g1	b1	chromosome_11	2756658	2795028	38371
VTP60970	b1	g1	chromosome_10	2393967	2429742	35776
VTP60971	g1	b1	chromosome_13	2263334	2299529	36196
VTP60972	g1	b1	chromosome_13	4371886	4404383	32498
VTP60973	b1	g1	chromosome_16	2196183	2229108	32926
VTP60974	b1	g1	chromosome_8	1489149	1529817	40669
VTP60975	b1	g1	chromosome_6	921976	957589	35614
VTP60977	g1	b1	chromosome_5	3007310	3040195	32886
VTP60979	b1	g1	chromosome_9	4978270	5019611	41342
VTP60980	g1	b1	chromosome_5	1613036	1630634	17599
VTP60981	g1	b1	chromosome_5	1939351	1969412	30062
VTP60982	b1	g1	chromosome_3	643993	679395	35403
VTP60983	b1	g1	chromosome_2	6331376	6372030	40655
VTP60984	b1	g1	chromosome_16	7489715	7531268	41554
VTP60985	g1	b1	chromosome_10	3710488	3741201	30714
VTP60986	g1	b1	chromosome_1	791722	827826	36105
VTP60987	g1	b1	chromosome_9	6757261	6790015	32755
VTP60988	b1	g1	chromosome_17	1373647	1415871	42225
VTP60990	g1	b1	chromosome_14	672531	698135	25605
VTP60991	b1	g1	chromosome_13	643481	677845	34365
VTP60992	b1	g1	chromosome_16	850495	876708	26214
VTP60993	g1	b1	chromosome_11	2367574	2372446	4873
VTP60994	b1	g1	chromosome_3	5351491	5395084	43594
VTP60997	b1	g1	chromosome_9	1416604	1460381	43778
VTP60999	b1	g1	chromosome_11	2688952	2735103	46152
VTP61000	b1	g1	chromosome_2	9203013	9223325	20313
VTP61001	g1	b1	chromosome_17	5913866	5958901	45036
VTP61002	b1	g1	chromosome_17	1	30175	30175
VTP61003	b1	g1	chromosome_9	1831035	1862356	31322
VTP61006	b1	g1	chromosome_6	8592028	8625563	33536
VTP61008	g1	b1	chromosome_1	1708302	1743866	35565
VTP61009	b1	g1	chromosome_12	1922545	1952289	29745
VTP61010	b1	g1	chromosome_6	8101390	8139377	37988
VTP61011	b1	g1	chromosome_12	7029720	7085618	55899
VTP61012	g1	b1	chromosome_16	2365754	2400724	34971
VTP61013	b1	g1	chromosome_13	1541051	1573759	32709
VTP61014	g1	b1	chromosome_6	2615216	2650648	35433
VTP61016	b1	g1	chromosome_8	3099784	3178762	78979
VTP61017	b1	g1	chromosome_17	2144021	2179520	35500
VTP61018	b1	g1	chromosome_7	1764606	1805609	41004
VTP61019	b1	g1	chromosome_2	5857501	5890821	33321
VTP61020	b1	g1	chromosome_3	6285004	6309378	24375
VTP61023	b1	g1	chromosome_17	6583372	6617502	34131
VTP61024	g1	b1	chromosome_8	3067919	3069271	1353
VTP61025	b1	g1	chromosome_17	146078	186398	40321
VTP61026	b1	g1	chromosome_6	2651623	2684726	33104
VTP61027	b1	g1	chromosome_1	5736129	5769878	33750
VTP61028	b1	g1	chromosome_3	4369365	4407685	38321
VTP61030	g1	b1	chromosome_9	7809416	7853911	44496
VTP61033	g1	b1	chromosome_3	8794237	8830522	36286
VTP61034	b1	g1	chromosome_6	8533469	8570685	37217
VTP61036	b1	g1	chromosome_3	8198490	8230121	31632
VTP61037	b1	g1	chromosome_7	3464497	3498125	33629
VTP61038	g1	b1	chromosome_9	4114398	4152429	38032
VTP61040	b1	g1	chromosome_16	2359548	2394353	34806
VTP61041	b1	g1	chromosome_9	474582	508789	34208
VTP61042	g1	b1	chromosome_17	335831	372700	36870
VTP61045	g1	b1	chromosome_10	950661	982011	31351
VTP61046	b1	g1	chromosome_1	7661309	7699241	37933
VTP61047	b1	g1	chromosome_16	4097604	4134432	36829
VTP61048	b1	g1	chromosome_2	1639833	1675787	35955
VTP61049	b1	g1	chromosome_1	7789665	7826471	36807
VTP61050	b1	g1	chromosome_9	6368259	6444367	76109
VTP61051	b1	g1	chromosome_10	6522381	6563142	40762
VTP61053	g1	b1	chromosome_6	3621721	3657582	35862
VTP61054	b1	g1	chromosome_3	4379867	4418824	38958
VTP61055	g1	b1	chromosome_14	563397	596776	33380
VTP61056	g1	b1	chromosome_10	5497180	5532463	35284
VTP62210	g1	b1	chromosome_1	2017554	2055268	37715
VTP62211	g1	b1	chromosome_3	8233696	8271438	37743
VTP62212	b1	g1	chromosome_1	4352020	4386861	34842
VTP62213	g1	b1	chromosome_7	6369834	6407204	37371
VTP62214	b1	g1	chromosome_6	8097126	8131881	34756
